Unnamed: 0,num_rooms,size_sqft,age,num_bathrooms
8327,4,6142,79,3
7521,1,3476,20,3
4001,5,9352,57,2
6072,7,7583,81,4
8736,8,1005,78,1
997,9,5626,3,1
8179,1,4013,45,3
3290,9,6811,80,2
1176,4,2048,10,3
551,6,5691,22,3
744,7,7803,15,2
7223,6,3897,95,2
4554,9,7567,44,4
2859,8,5031,11,2
8820,3,8836,15,3
3459,6,7790,46,4
2724,8,9210,72,4
6847,6,7949,44,2
7615,7,3610,17,2
7547,3,824,36,2
9174,3,8348,43,4
6393,1,2237,55,4
5358,4,7901,75,3
9488,9,8987,16,4
2968,2,1338,57,3
693,6,8784,29,4
2533,4,3088,13,1
6399,7,8598,71,1
982,4,3553,34,2
5364,8,7044,14,2
79,8,5704,18,2
4053,9,7581,9,4
6258,7,903,52,2
9576,1,7423,83,1
9025,9,3324,49,1
3107,9,3487,17,3
3601,9,9022,2,4
6073,1,4875,79,3
8126,6,5985,93,4
2142,8,3876,1,3
6310,6,4676,96,1
2268,8,7181,63,1
445,3,2167,23,4
4883,2,9574,20,2
4466,7,1898,14,3
9026,4,9664,95,3
6632,1,3980,6,4
3316,5,8911,17,1
1701,5,911,54,4
2526,7,4413,56,1
68,9,6052,0,3
1168,5,6127,35,4
48,2,9503,39,3
1053,2,3268,98,2
4029,5,2619,58,4
880,3,8228,26,1
2651,8,4685,62,3
7759,6,1666,69,3
2439,2,7854,81,4
4924,5,7957,95,2
1467,9,7773,81,2
7292,6,1297,26,3
5035,8,2511,35,4
2441,3,6195,41,4
6554,2,433,34,3
230,6,2525,49,4
1320,9,763,90,2
41,2,7669,69,4
777,4,5906,26,2
8950,8,4842,23,1
8404,2,3942,12,3
1729,4,9251,53,1
3910,5,3251,52,3
579,2,7244,77,4
9941,3,1990,30,1
5839,8,8770,88,1
8271,5,7725,34,3
7275,8,3808,48,3
1491,4,6947,79,2
9109,1,9808,89,1
5610,3,7086,41,3
61,9,6388,33,2
5471,7,2695,57,4
3905,2,6678,48,4
6531,5,679,14,2
402,3,2278,29,3
332,1,935,39,4
2084,8,5685,67,4
9557,3,8950,38,4
164,1,9678,35,2
4379,4,523,61,2
2715,7,5854,66,3
8923,8,1326,7,1
7346,2,9628,17,3
5453,6,6354,55,3
7046,2,945,53,3
1334,2,1562,93,3
8698,7,1673,25,2
1659,9,4676,91,2
3578,5,7990,65,2
753,5,5322,55,2
6584,4,1909,7,4
706,9,7145,44,1
3014,8,1925,76,3
8558,7,1820,82,1
9875,5,9120,65,2
9582,4,4767,99,1
8928,7,984,51,3
9556,2,5424,9,1
8983,9,7644,45,2
1834,2,8363,21,3
2996,3,1224,68,2
5427,1,1307,85,4
3879,5,7186,25,1
7156,3,2687,23,3
5081,9,4474,46,1
9114,7,1289,53,1
7244,8,2365,67,4
5400,7,2203,47,1
5395,3,5886,92,2
9427,4,1278,44,4
2246,5,2244,24,3
835,1,3170,7,3
8394,5,1627,57,1
9042,6,3002,92,1
432,1,5052,91,2
3378,7,9374,25,1
6817,5,1200,25,4
8131,8,876,33,1
9621,6,5650,41,4
6066,1,9186,45,2
1193,4,2269,79,2
6934,3,9800,92,4
5461,9,2173,73,2
3071,5,7007,70,3
3044,6,4759,4,3
3263,5,2289,4,4
2729,8,8555,71,2
3433,6,2239,59,3
433,3,9875,28,4
3272,8,7021,78,2
7001,4,1541,44,3
9726,2,6156,17,3
104,5,616,40,2
3315,5,2022,24,2
1656,1,1958,78,1
1533,3,7690,80,3
4680,9,4615,77,2
8813,4,7944,25,4
9002,9,5176,22,3
6622,1,7464,45,4
1443,6,800,39,3
214,7,4343,92,4
5356,3,8952,79,1
9218,8,6497,58,3
6322,6,7549,66,2
4989,6,1200,65,2
1419,6,4144,42,4
9516,5,1503,54,2
8606,6,3817,98,3
181,6,3857,5,3
4352,2,1523,58,3
8700,8,5462,16,3
2446,8,667,10,1
5321,6,631,81,2
8045,5,6197,65,2
5684,5,6230,26,3
3532,6,686,77,3
8244,9,4768,54,3
7976,8,5270,3,2
3698,3,2078,96,2
70,9,1872,47,4
544,8,9957,38,4
1204,3,2240,28,2
3078,3,466,16,1
9106,8,8195,56,4
9120,2,1920,35,2
9680,7,8351,29,4
6180,7,8351,82,2
8329,4,3184,30,4
4284,8,2711,84,3
4007,8,1819,82,4
8713,8,4385,21,1
877,4,8460,92,3
8060,5,8148,93,4
196,8,8491,85,4
9746,2,5208,62,4
4010,7,4688,11,3
9962,4,4427,97,1
2571,8,1966,97,4
3753,6,7287,98,3
9247,6,3799,83,4
8628,9,3508,9,2
9368,5,1919,57,3
6159,8,8300,13,4
4791,6,5327,26,1
5337,7,2833,32,3
3024,1,5261,94,2
2718,6,9693,39,3
8655,8,3507,93,1
6916,2,4566,23,1
3984,5,7739,22,1
7308,3,2521,28,4
5953,5,3629,74,4
3844,8,5974,9,1
2682,2,5731,29,4
4024,8,450,53,1
8715,3,5285,32,1
3139,7,9460,57,4
4237,8,9042,38,1
218,3,7599,31,1
6618,5,1194,60,1
9606,8,1666,4,2
5268,4,9903,97,4
2543,9,8933,74,2
2870,7,3921,2,2
1244,4,3601,86,2
420,5,7218,72,1
6227,1,6773,27,2
2058,7,7055,89,3
8493,2,1611,73,4
6434,4,8257,9,2
3422,5,2484,60,4
4510,4,1583,61,1
1166,6,7408,33,4
254,1,8271,50,3
415,2,5746,91,4
9175,2,6820,46,2
3469,4,8813,13,2
3050,8,8296,87,3
759,4,9546,81,1
1385,3,6445,39,2
654,9,1655,67,1
1201,2,750,4,3
2413,6,7542,86,2
5579,9,5317,47,3
5993,3,3657,10,2
5294,1,3498,65,3
3055,3,9265,79,4
2830,5,9088,65,4
2970,8,4813,56,2
328,4,5353,37,1
4270,4,4598,73,3
5994,9,9799,62,3
4392,2,5491,97,1
2063,6,9203,49,3
8301,5,5160,73,4
9013,4,5934,44,1
9329,1,7381,84,1
5169,6,1628,28,1
4429,6,9071,39,1
1281,9,9312,34,2
3381,7,8475,15,1
2636,1,868,30,4
3328,5,5618,84,1
6436,2,9520,41,3
5018,9,6775,90,1
7324,8,7791,64,2
3795,8,4258,31,3
2663,2,5097,85,2
8282,7,5969,71,1
1282,3,1187,73,4
4148,1,4511,86,4
1362,1,3448,30,1
1437,3,2382,19,4
9628,3,7871,20,4
3441,3,3345,41,2
56,2,1456,97,3
4597,8,6351,11,1
8479,1,325,99,1
5365,6,6689,3,1
1844,7,9876,46,3
5515,1,2477,32,3
8573,9,6381,74,2
6263,2,9167,87,4
2880,3,9481,2,2
1743,1,521,42,4
8398,4,1442,27,2
4169,5,4410,37,3
5197,9,4063,60,1
8993,4,2196,69,3
740,6,9375,39,4
9066,7,6303,53,4
1624,8,6788,53,4
524,5,3636,73,4
7999,3,9365,10,1
4419,6,8632,83,3
5426,8,8554,16,2
6689,8,3306,2,2
7382,1,7175,5,2
435,2,6914,2,2
2960,5,5497,97,3
308,2,2473,87,2
1565,1,4524,4,4
2631,6,9686,7,4
5597,8,4203,69,2
9477,8,9988,98,4
401,1,9772,3,4
3826,2,7729,29,2
881,4,7420,15,4
3997,2,8091,9,2
7118,1,3911,92,4
3265,1,8474,66,3
8406,3,1162,59,1
5009,3,3144,8,3
5736,7,8698,79,2
5554,2,1526,77,4
288,3,8594,2,1
5564,3,1627,30,4
8324,5,7933,71,1
2623,1,1785,60,1
8859,1,3592,80,3
476,7,2339,24,2
8591,5,8879,10,2
9713,3,8503,53,3
6522,2,9731,36,2
3111,4,1863,14,3
9470,3,5055,22,2
737,9,1663,94,4
3133,8,8633,57,2
8047,2,8964,81,2
6551,7,6590,56,1
5407,3,915,74,2
5563,8,3244,69,4
5328,1,4188,53,2
6718,1,9589,41,2
5118,4,1177,30,4
4619,3,872,99,1
3689,5,3198,92,1
7716,6,525,92,1
1839,4,649,28,4
1995,2,5021,78,4
2399,2,7424,51,4
6510,6,6137,57,2
9356,4,3836,16,2
4119,8,9522,46,2
5894,7,7104,95,4
800,6,1140,13,4
8423,1,4763,15,4
7680,1,5882,31,4
1405,3,8690,46,1
5431,7,9784,98,3
69,1,2862,58,2
9543,5,7414,99,3
2759,8,5121,88,2
8294,7,2077,45,2
1586,1,4463,64,3
6666,3,1514,40,4
8014,6,5351,72,4
1074,2,5060,61,2
3063,5,7805,38,4
6487,3,2857,24,4
4705,6,8278,53,2
9069,4,464,45,2
2603,6,359,82,1
7738,8,4624,28,3
1579,6,4251,24,2
5058,6,6409,82,2
5753,5,2113,9,2
3548,1,9017,41,2
409,3,1501,93,4
4097,3,6403,89,4
6461,5,7444,92,3
5601,8,6027,59,3
5231,7,1302,30,1
3777,2,5114,41,3
2726,6,3567,0,4
477,2,8611,4,3
1329,2,615,90,3
4035,1,2919,64,2
9642,3,3486,69,2
1777,5,513,4,4
6096,4,3225,36,2
751,3,3602,21,1
5792,9,6930,48,1
4060,3,3384,61,1
9041,8,2769,57,2
6030,5,8413,69,1
5898,7,7718,26,1
9338,2,2204,35,2
9160,8,560,75,2
9996,7,4264,91,1
5151,7,1656,97,4
468,5,3801,70,1
1545,7,2994,73,4
6311,8,5226,73,1
2683,3,4678,21,4
8966,3,7881,4,2
6181,3,4584,74,3
1025,5,917,63,3
5112,9,9368,87,4
8562,5,7600,16,1
5368,4,7436,37,1
2354,7,3783,5,2
7278,9,2900,38,3
3602,7,1290,69,1
773,4,7005,81,3
6773,9,1501,17,2
8809,3,4658,94,3
3382,7,9439,30,2
641,5,6704,98,4
4233,8,1941,59,1
3815,6,445,96,3
4104,4,6444,72,1
9925,1,7068,8,1
1108,7,7022,7,4
3527,4,6134,32,3
3495,1,1172,1,4
1420,5,3873,64,1
6923,6,4148,29,2
3881,6,8901,87,4
8353,9,9032,89,3
6245,1,5699,4,2
4938,1,3918,55,4
6798,9,5237,28,1
7812,7,1957,5,3
1680,1,3629,17,1
6715,7,6714,17,2
633,4,6578,79,1
2569,1,4916,47,4
7359,6,3597,52,4
2166,4,7122,21,2
8169,5,392,79,1
8845,8,6177,53,1
2825,6,339,34,2
4087,6,2246,6,1
6243,2,8929,90,3
8364,9,9675,66,3
3941,1,5971,40,3
9179,1,4899,40,4
8075,9,3351,72,1
9195,8,7405,96,4
4128,7,8166,44,1
1172,8,4387,72,1
8668,5,4770,72,3
4222,8,2487,11,4
4834,1,9531,15,4
2576,6,1283,72,2
1989,5,6622,65,4
6973,1,3665,0,3
5836,7,3613,70,3
4532,3,7673,55,2
3209,1,8816,40,1
3855,3,2321,81,3
2628,5,6415,66,1
7803,6,2323,22,2
1410,9,3665,40,3
8257,5,9843,34,4
7386,2,9638,18,4
4303,1,8365,46,3
6750,2,8338,54,1
6555,6,6907,40,1
815,8,9226,32,4
2404,8,599,42,2
5397,2,6214,91,2
9956,4,5627,15,4
2131,5,6909,67,2
1797,8,1934,13,2
3090,4,6940,96,2
4184,3,9873,73,1
4564,7,3425,3,3
5030,7,5854,30,4
8048,3,1158,47,1
122,5,3715,4,4
179,2,9501,37,1
9250,5,3892,95,2
8095,8,4873,48,3
6429,1,5236,17,3
9737,6,8356,5,2
4992,6,7161,78,1
1157,8,8501,97,4
9003,7,8609,12,4
1532,3,6212,69,3
8992,3,9604,90,3
7859,9,1405,16,2
9110,4,481,16,4
1535,3,9330,48,3
9259,1,2749,8,4
5517,5,4014,15,2
2605,6,3364,20,1
6127,5,1898,45,3
9141,4,2390,63,1
7458,8,8134,55,3
2177,6,9139,81,1
7990,5,9059,21,3
2351,3,8238,91,2
9177,1,6516,62,4
3502,8,4742,6,3
2134,3,5451,36,3
1480,6,7312,72,2
2793,1,2198,34,3
4843,5,7898,61,1
9780,1,2722,4,3
9934,3,1647,52,3
4762,8,9113,14,4
7191,5,2130,34,1
6041,4,4868,94,2
9636,2,989,94,2
3445,3,1634,31,4
8149,7,7859,16,1
7765,9,2616,57,1
3620,9,4893,53,4
1952,3,3501,75,3
555,5,782,17,4
4264,4,6895,42,3
1163,1,9235,11,2
1584,5,7455,8,3
6151,6,7383,42,2
9720,7,3071,59,1
5837,8,3227,40,4
5261,7,6586,6,3
5239,2,6243,60,4
7913,7,6231,38,2
9162,3,6190,33,2
1598,3,1313,23,2
7182,8,1035,4,3
300,1,3736,31,4
9660,9,3343,58,1
6947,4,7810,31,1
3794,4,2175,46,2
4572,2,9498,99,2
4335,1,8866,30,1
2858,9,2779,21,1
5694,7,8695,6,3
3142,3,1104,69,2
1359,3,3069,46,1
4533,6,4201,12,1
9749,1,1105,36,4
5687,4,7584,9,2
486,5,9938,24,4
7836,6,4489,77,3
9554,9,9940,52,3
